id,name,stars,link
7600409,shadowsocks/shadowsocks-windows,51726,https://github.com/shadowsocks/shadowsocks-windows
184456251,microsoft/PowerToys,50843,https://github.com/microsoft/PowerToys
49609581,PowerShell/PowerShell,24595,https://github.com/PowerShell/PowerShell
11620669,CodeHubApp/CodeHub,23162,https://github.com/CodeHubApp/CodeHub
17620347,dotnet/aspnetcore,21231,https://github.com/dotnet/aspnetcore
15315789,Wox-launcher/Wox,19650,https://github.com/Wox-launcher/Wox
199570071,2dust/v2rayN,18190,https://github.com/2dust/v2rayN
38380854,dnSpy/dnSpy,17462,https://github.com/dnSpy/dnSpy
70104825,dotnet-architecture/eShopOnContainers,16767,https://github.com/dotnet-architecture/eShopOnContainers
69662720,mxgmn/WaveFunctionCollapse,15827,https://github.com/mxgmn/WaveFunctionCollapse
13428264,ShareX/ShareX,15266,https://github.com/ShareX/ShareX
54086969,thangchung/awesome-dotnet-core,14072,https://github.com/thangchung/awesome-dotnet-core
29078997,dotnet/roslyn,14014,https://github.com/dotnet/roslyn
64713769,NickeManarin/ScreenToGif,13611,https://github.com/NickeManarin/ScreenToGif
1613345,StackExchange/Dapper,13372,https://github.com/StackExchange/Dapper
1327739,icsharpcode/ILSpy,12036,https://github.com/icsharpcode/ILSpy
14964475,AvaloniaUI/Avalonia,10689,https://github.com/AvaloniaUI/Avalonia
102904613,Unity-Technologies/ml-agents,10581,https://github.com/Unity-Technologies/ml-agents
30474266,MaterialDesignInXAML/MaterialDesignInXamlToolkit,10394,https://github.com/MaterialDesignInXAML/MaterialDesignInXamlToolkit
16157746,dotnet/efcore,9952,https://github.com/dotnet/efcore
161012019,jellyfin/jellyfin,9698,https://github.com/jellyfin/jellyfin
12201538,aspnetboilerplate/aspnetboilerplate,9337,https://github.com/aspnetboilerplate/aspnetboilerplate
791611,mono/mono,9145,https://github.com/mono/mono
959908,OpenRA/OpenRA,9004,https://github.com/OpenRA/OpenRA
9864166,App-vNext/Polly,8781,https://github.com/App-vNext/Polly
28239455,dotnet/AspNetCore.Docs,8711,https://github.com/dotnet/AspNetCore.Docs
3476845,JamesNK/Newtonsoft.Json,8377,https://github.com/JamesNK/Newtonsoft.Json
2087064,SignalR/SignalR,8274,https://github.com/SignalR/SignalR
88064357,QL-Win/QuickLook,8065,https://github.com/QL-Win/QuickLook
198071756,huiyadanli/RevokeMsgPatcher,7914,https://github.com/huiyadanli/RevokeMsgPatcher
505380,AutoMapper/AutoMapper,7851,https://github.com/AutoMapper/AutoMapper
1135454,cefsharp/CefSharp,7747,https://github.com/cefsharp/CefSharp
193681686,NetchX/Netch,7730,https://github.com/NetchX/Netch
374228,restsharp/RestSharp,7711,https://github.com/restsharp/RestSharp
46652227,IdentityServer/IdentityServer4,7688,https://github.com/IdentityServer/IdentityServer4
118322286,felixse/FluentTerminal,7659,https://github.com/felixse/FluentTerminal
2584777,MahApps/MahApps.Metro,7504,https://github.com/MahApps/MahApps.Metro
126486701,Unity-Technologies/UnityCsReference,7463,https://github.com/Unity-Technologies/UnityCsReference
132021166,dotnet/machinelearning,7405,https://github.com/dotnet/machinelearning
1579990,MonoGame/MonoGame,7360,https://github.com/MonoGame/MonoGame
164140756,files-community/Files,7327,https://github.com/files-community/Files
28232663,dotnet/orleans,7326,https://github.com/dotnet/orleans
28647218,chocolatey/choco,7262,https://github.com/chocolatey/choco
738250,NancyFx/Nancy,7137,https://github.com/NancyFx/Nancy
46755185,bitwarden/server,7105,https://github.com/bitwarden/server
