id,name,stars,link
7600409,shadowsocks/shadowsocks-windows,51155,https://github.com/shadowsocks/shadowsocks-windows
49609581,PowerShell/PowerShell,23462,https://github.com/PowerShell/PowerShell
11620669,CodeHubApp/CodeHub,23095,https://github.com/CodeHubApp/CodeHub
17620347,dotnet/aspnetcore,20380,https://github.com/dotnet/aspnetcore
15315789,Wox-launcher/Wox,19154,https://github.com/Wox-launcher/Wox
38380854,dnSpy/dnSpy,16728,https://github.com/dnSpy/dnSpy
199570071,2dust/v2rayN,16491,https://github.com/2dust/v2rayN
70104825,dotnet-architecture/eShopOnContainers,16120,https://github.com/dotnet-architecture/eShopOnContainers
69662720,mxgmn/WaveFunctionCollapse,15565,https://github.com/mxgmn/WaveFunctionCollapse
13428264,ShareX/ShareX,14622,https://github.com/ShareX/ShareX
29078997,dotnet/roslyn,13758,https://github.com/dotnet/roslyn
54086969,thangchung/awesome-dotnet-core,13641,https://github.com/thangchung/awesome-dotnet-core
1613345,StackExchange/Dapper,13120,https://github.com/StackExchange/Dapper
64713769,NickeManarin/ScreenToGif,13077,https://github.com/NickeManarin/ScreenToGif
1327739,icsharpcode/ILSpy,11559,https://github.com/icsharpcode/ILSpy
14964475,AvaloniaUI/Avalonia,10202,https://github.com/AvaloniaUI/Avalonia
30474266,MaterialDesignInXAML/MaterialDesignInXamlToolkit,10032,https://github.com/MaterialDesignInXAML/MaterialDesignInXamlToolkit
102904613,Unity-Technologies/ml-agents,9955,https://github.com/Unity-Technologies/ml-agents
16157746,dotnet/efcore,9767,https://github.com/dotnet/efcore
12201538,aspnetboilerplate/aspnetboilerplate,9111,https://github.com/aspnetboilerplate/aspnetboilerplate
791611,mono/mono,9045,https://github.com/mono/mono
959908,OpenRA/OpenRA,8817,https://github.com/OpenRA/OpenRA
161012019,jellyfin/jellyfin,8742,https://github.com/jellyfin/jellyfin
9864166,App-vNext/Polly,8407,https://github.com/App-vNext/Polly
28239455,dotnet/AspNetCore.Docs,8269,https://github.com/dotnet/AspNetCore.Docs
3476845,JamesNK/Newtonsoft.Json,8245,https://github.com/JamesNK/Newtonsoft.Json
2087064,SignalR/SignalR,8201,https://github.com/SignalR/SignalR
505380,AutoMapper/AutoMapper,7711,https://github.com/AutoMapper/AutoMapper
374228,restsharp/RestSharp,7594,https://github.com/restsharp/RestSharp
1135454,cefsharp/CefSharp,7571,https://github.com/cefsharp/CefSharp
46652227,IdentityServer/IdentityServer4,7439,https://github.com/IdentityServer/IdentityServer4
118322286,felixse/FluentTerminal,7429,https://github.com/felixse/FluentTerminal
88064357,QL-Win/QuickLook,7378,https://github.com/QL-Win/QuickLook
2584777,MahApps/MahApps.Metro,7358,https://github.com/MahApps/MahApps.Metro
132021166,dotnet/machinelearning,7309,https://github.com/dotnet/machinelearning
126486701,Unity-Technologies/UnityCsReference,7257,https://github.com/Unity-Technologies/UnityCsReference
1579990,MonoGame/MonoGame,7210,https://github.com/MonoGame/MonoGame
28232663,dotnet/orleans,7149,https://github.com/dotnet/orleans
738250,NancyFx/Nancy,7145,https://github.com/NancyFx/Nancy
28647218,chocolatey/choco,7100,https://github.com/chocolatey/choco
193681686,NetchX/Netch,6930,https://github.com/NetchX/Netch
198071756,huiyadanli/RevokeMsgPatcher,6709,https://github.com/huiyadanli/RevokeMsgPatcher
7560589,JeffreySu/WeiXinMPSDK,6564,https://github.com/JeffreySu/WeiXinMPSDK
46755185,bitwarden/server,6503,https://github.com/bitwarden/server
75990888,dotnet/csharplang,6474,https://github.com/dotnet/csharplang
11920542,HangfireIO/Hangfire,6279,https://github.com/HangfireIO/Hangfire
142076747,microsoft/ailab,6228,https://github.com/microsoft/ailab
12191244,dotnet/BenchmarkDotNet,6050,https://github.com/dotnet/BenchmarkDotNet
44897462,JustArchiNET/ArchiSteamFarm,6027,https://github.com/JustArchiNET/ArchiSteamFarm
715082,reactiveui/ReactiveUI,5954,https://github.com/reactiveui/ReactiveUI
2465723,Sonarr/Sonarr,5953,https://github.com/Sonarr/Sonarr
22456440,ppy/osu,5887,https://github.com/ppy/osu
443962,FluentValidation/FluentValidation,5856,https://github.com/FluentValidation/FluentValidation
62256097,ThreeMammals/Ocelot,5811,https://github.com/ThreeMammals/Ocelot
17369361,jbogard/MediatR,5757,https://github.com/jbogard/MediatR
15126429,aspnet/Mvc,5744,https://github.com/aspnet/Mvc
22636263,duplicati/duplicati,5647,https://github.com/duplicati/duplicati
262395224,dotnet/maui,5607,https://github.com/dotnet/maui
18586705,nopSolutions/nopCommerce,5590,https://github.com/nopSolutions/nopCommerce
69673033,ardalis/CleanArchitecture,5574,https://github.com/ardalis/CleanArchitecture
8835057,xupefei/Locale-Emulator,5459,https://github.com/xupefei/Locale-Emulator
23315232,mbdavid/LiteDB,5443,https://github.com/mbdavid/LiteDB
85953,gitextensions/gitextensions,5335,https://github.com/gitextensions/gitextensions
83380995,dotnet-architecture/eShopOnWeb,5330,https://github.com/dotnet-architecture/eShopOnWeb
80058269,microsoft/VFSForGit,5328,https://github.com/microsoft/VFSForGit
41589439,MathewSachin/Captura,5317,https://github.com/MathewSachin/Captura
64290739,dodyg/practical-aspnetcore,5308,https://github.com/dodyg/practical-aspnetcore
105649273,ElectronNET/Electron.NET,5288,https://github.com/ElectronNET/Electron.NET
104670977,dvf/blockchain,5275,https://github.com/dvf/blockchain
75505125,abpframework/abp,5265,https://github.com/abpframework/abp
59715467,lambci/docker-lambda,5203,https://github.com/lambci/docker-lambda
4213474,Humanizr/Humanizer,5141,https://github.com/Humanizr/Humanizer
64753043,Perfare/AssetStudio,5094,https://github.com/Perfare/AssetStudio
45195614,Jackett/Jackett,5070,https://github.com/Jackett/Jackett
54213490,xamarin/Xamarin.Forms,5039,https://github.com/xamarin/Xamarin.Forms
500093,winsw/winsw,4992,https://github.com/winsw/winsw
460848,mRemoteNG/mRemoteNG,4872,https://github.com/mRemoteNG/mRemoteNG
1339922,ServiceStack/ServiceStack,4845,https://github.com/ServiceStack/ServiceStack
5780416,NLog/NLog,4831,https://github.com/NLog/NLog
153711945,dotnet/wpf,4826,https://github.com/dotnet/wpf
77323220,Radarr/Radarr,4755,https://github.com/Radarr/Radarr
2419727,de4dot/de4dot,4748,https://github.com/de4dot/de4dot
17873382,sschmid/Entitas-CSharp,4745,https://github.com/sschmid/Entitas-CSharp
113807330,migueldeicaza/gui.cs,4706,https://github.com/migueldeicaza/gui.cs
