id,name,stars,link
184456251,microsoft/PowerToys,55374,https://github.com/microsoft/PowerToys
7600409,shadowsocks/shadowsocks-windows,52267,https://github.com/shadowsocks/shadowsocks-windows
49609581,PowerShell/PowerShell,26263,https://github.com/PowerShell/PowerShell
17620347,dotnet/aspnetcore,24565,https://github.com/dotnet/aspnetcore
11620669,CodeHubApp/CodeHub,23277,https://github.com/CodeHubApp/CodeHub
199570071,2dust/v2rayN,20443,https://github.com/2dust/v2rayN
15315789,Wox-launcher/Wox,20237,https://github.com/Wox-launcher/Wox
38380854,dnSpy/dnSpy,18245,https://github.com/dnSpy/dnSpy
70104825,dotnet-architecture/eShopOnContainers,17667,https://github.com/dotnet-architecture/eShopOnContainers
13428264,ShareX/ShareX,16213,https://github.com/ShareX/ShareX
69662720,mxgmn/WaveFunctionCollapse,16198,https://github.com/mxgmn/WaveFunctionCollapse
54086969,thangchung/awesome-dotnet-core,14622,https://github.com/thangchung/awesome-dotnet-core
64713769,NickeManarin/ScreenToGif,14512,https://github.com/NickeManarin/ScreenToGif
29078997,dotnet/roslyn,14512,https://github.com/dotnet/roslyn
1613345,DapperLib/Dapper,13773,https://github.com/DapperLib/Dapper
1327739,icsharpcode/ILSpy,12766,https://github.com/icsharpcode/ILSpy
14964475,AvaloniaUI/Avalonia,11385,https://github.com/AvaloniaUI/Avalonia
102904613,Unity-Technologies/ml-agents,11139,https://github.com/Unity-Technologies/ml-agents
161012019,jellyfin/jellyfin,10847,https://github.com/jellyfin/jellyfin
30474266,MaterialDesignInXAML/MaterialDesignInXamlToolkit,10827,https://github.com/MaterialDesignInXAML/MaterialDesignInXamlToolkit
16157746,dotnet/efcore,10257,https://github.com/dotnet/efcore
262395224,dotnet/maui,10048,https://github.com/dotnet/maui
12201538,aspnetboilerplate/aspnetboilerplate,9585,https://github.com/aspnetboilerplate/aspnetboilerplate
164140756,files-community/Files,9537,https://github.com/files-community/Files
198071756,huiyadanli/RevokeMsgPatcher,9455,https://github.com/huiyadanli/RevokeMsgPatcher
959908,OpenRA/OpenRA,9348,https://github.com/OpenRA/OpenRA
791611,mono/mono,9304,https://github.com/mono/mono
45363955,lionsoul2014/ip2region,9278,https://github.com/lionsoul2014/ip2region
9864166,App-vNext/Polly,9226,https://github.com/App-vNext/Polly
28239455,dotnet/AspNetCore.Docs,9054,https://github.com/dotnet/AspNetCore.Docs
120231691,Ryujinx/Ryujinx,9007,https://github.com/Ryujinx/Ryujinx
88064357,QL-Win/QuickLook,8834,https://github.com/QL-Win/QuickLook
193681686,netchx/netch,8676,https://github.com/netchx/netch
3476845,JamesNK/Newtonsoft.Json,8583,https://github.com/JamesNK/Newtonsoft.Json
2087064,SignalR/SignalR,8362,https://github.com/SignalR/SignalR
505380,AutoMapper/AutoMapper,8044,https://github.com/AutoMapper/AutoMapper
1135454,cefsharp/CefSharp,7992,https://github.com/cefsharp/CefSharp
46652227,IdentityServer/IdentityServer4,7983,https://github.com/IdentityServer/IdentityServer4
118322286,felixse/FluentTerminal,7892,https://github.com/felixse/FluentTerminal
374228,restsharp/RestSharp,7862,https://github.com/restsharp/RestSharp
46755185,bitwarden/server,7838,https://github.com/bitwarden/server
126486701,Unity-Technologies/UnityCsReference,7835,https://github.com/Unity-Technologies/UnityCsReference
2584777,MahApps/MahApps.Metro,7695,https://github.com/MahApps/MahApps.Metro
28232663,dotnet/orleans,7574,https://github.com/dotnet/orleans
1579990,MonoGame/MonoGame,7539,https://github.com/MonoGame/MonoGame
132021166,dotnet/machinelearning,7521,https://github.com/dotnet/machinelearning
28647218,chocolatey/choco,7483,https://github.com/chocolatey/choco
22456440,ppy/osu,7197,https://github.com/ppy/osu
738250,NancyFx/Nancy,7146,https://github.com/NancyFx/Nancy
75990888,dotnet/csharplang,7092,https://github.com/dotnet/csharplang
69673033,ardalis/CleanArchitecture,6980,https://github.com/ardalis/CleanArchitecture
7560589,JeffreySu/WeiXinMPSDK,6815,https://github.com/JeffreySu/WeiXinMPSDK
11920542,HangfireIO/Hangfire,6729,https://github.com/HangfireIO/Hangfire
44897462,JustArchiNET/ArchiSteamFarm,6580,https://github.com/JustArchiNET/ArchiSteamFarm
12191244,dotnet/BenchmarkDotNet,6537,https://github.com/dotnet/BenchmarkDotNet
17369361,jbogard/MediatR,6465,https://github.com/jbogard/MediatR
142076747,microsoft/ailab,6419,https://github.com/microsoft/ailab
2465723,Sonarr/Sonarr,6382,https://github.com/Sonarr/Sonarr
443962,FluentValidation/FluentValidation,6344,https://github.com/FluentValidation/FluentValidation
715082,reactiveui/ReactiveUI,6320,https://github.com/reactiveui/ReactiveUI
62256097,ThreeMammals/Ocelot,6237,https://github.com/ThreeMammals/Ocelot
18586705,nopSolutions/nopCommerce,6227,https://github.com/nopSolutions/nopCommerce
210716005,dotnet/runtime,6214,https://github.com/dotnet/runtime
22636263,duplicati/duplicati,6207,https://github.com/duplicati/duplicati
75505125,abpframework/abp,6192,https://github.com/abpframework/abp
83380995,dotnet-architecture/eShopOnWeb,6103,https://github.com/dotnet-architecture/eShopOnWeb
41589439,MathewSachin/Captura,6082,https://github.com/MathewSachin/Captura
64753043,Perfare/AssetStudio,5984,https://github.com/Perfare/AssetStudio
8835057,xupefei/Locale-Emulator,5983,https://github.com/xupefei/Locale-Emulator
45195614,Jackett/Jackett,5911,https://github.com/Jackett/Jackett
23315232,mbdavid/LiteDB,5755,https://github.com/mbdavid/LiteDB
15126429,aspnet/Mvc,5730,https://github.com/aspnet/Mvc
104670977,dvf/blockchain,5728,https://github.com/dvf/blockchain
105649273,ElectronNET/Electron.NET,5713,https://github.com/ElectronNET/Electron.NET
500093,winsw/winsw,5711,https://github.com/winsw/winsw
213460285,jasontaylordev/CleanArchitecture,5657,https://github.com/jasontaylordev/CleanArchitecture
85953,gitextensions/gitextensions,5641,https://github.com/gitextensions/gitextensions
64290739,dodyg/practical-aspnetcore,5622,https://github.com/dodyg/practical-aspnetcore
4213474,Humanizr/Humanizer,5566,https://github.com/Humanizr/Humanizer
165548191,carlospolop/privilege-escalation-awesome-scripts-suite,5484,https://github.com/carlospolop/privilege-escalation-awesome-scripts-suite
80058269,microsoft/VFSForGit,5435,https://github.com/microsoft/VFSForGit
59715467,lambci/docker-lambda,5422,https://github.com/lambci/docker-lambda
113807330,migueldeicaza/gui.cs,5359,https://github.com/migueldeicaza/gui.cs
460848,mRemoteNG/mRemoteNG,5324,https://github.com/mRemoteNG/mRemoteNG
54213490,xamarin/Xamarin.Forms,5301,https://github.com/xamarin/Xamarin.Forms
203892454,kgrzybek/modular-monolith-with-ddd,5194,https://github.com/kgrzybek/modular-monolith-with-ddd
77323220,Radarr/Radarr,5192,https://github.com/Radarr/Radarr
153711945,dotnet/wpf,5134,https://github.com/dotnet/wpf
2419727,de4dot/de4dot,5133,https://github.com/de4dot/de4dot
17941520,neuecc/UniRx,5119,https://github.com/neuecc/UniRx
26884725,OrchardCMS/OrchardCore,5090,https://github.com/OrchardCMS/OrchardCore
17873382,sschmid/Entitas-CSharp,5071,https://github.com/sschmid/Entitas-CSharp
5780416,NLog/NLog,5048,https://github.com/NLog/NLog
11591313,reactiveui/refit,5032,https://github.com/reactiveui/refit
27251463,QuantConnect/Lean,5029,https://github.com/QuantConnect/Lean
12576526,dotnet/reactive,4951,https://github.com/dotnet/reactive
135050219,TGSAN/CMWTAT_Digital_Edition,4948,https://github.com/TGSAN/CMWTAT_Digital_Edition
1339922,ServiceStack/ServiceStack,4909,https://github.com/ServiceStack/ServiceStack
132453438,unoplatform/uno,4871,https://github.com/unoplatform/uno
42749841,Live-Charts/Live-Charts,4854,https://github.com/Live-Charts/Live-Charts
182095352,nilaoda/N_m3u8DL-CLI,4814,https://github.com/nilaoda/N_m3u8DL-CLI
76445704,dotnetcore/CAP,4800,https://github.com/dotnetcore/CAP
38632468,graphql-dotnet/graphql-dotnet,4787,https://github.com/graphql-dotnet/graphql-dotnet
17748183,StackExchange/StackExchange.Redis,4777,https://github.com/StackExchange/StackExchange.Redis
76425236,EduardoPires/EquinoxProject,4772,https://github.com/EduardoPires/EquinoxProject
72174164,SixLabors/ImageSharp,4770,https://github.com/SixLabors/ImageSharp
130160795,HMBSbige/ShadowsocksR-Windows,4624,https://github.com/HMBSbige/ShadowsocksR-Windows
956732,hbons/SparkleShare,4583,https://github.com/hbons/SparkleShare
8198511,serilog/serilog,4576,https://github.com/serilog/serilog
31335300,PrismLibrary/Prism,4545,https://github.com/PrismLibrary/Prism
143253020,microsoft/FASTER,4539,https://github.com/microsoft/FASTER
189676777,JasonStein/Notepads,4515,https://github.com/JasonStein/Notepads
36990723,bchavez/Bogus,4513,https://github.com/bchavez/Bogus
1208824,quartznet/quartznet,4507,https://github.com/quartznet/quartznet
32051890,dotnet/msbuild,4502,https://github.com/dotnet/msbuild
743436,egametang/ET,4486,https://github.com/egametang/ET
98547658,shadowsocksr-backup/shadowsocksr-csharp,4448,https://github.com/shadowsocksr-backup/shadowsocksr-csharp
70584079,jasontaylordev/NorthwindTraders,4419,https://github.com/jasontaylordev/NorthwindTraders
21611723,quasar/Quasar,4378,https://github.com/quasar/Quasar
50605426,microsoft/MixedRealityToolkit-Unity,4371,https://github.com/microsoft/MixedRealityToolkit-Unity
20304390,HearthSim/Hearthstone-Deck-Tracker,4366,https://github.com/HearthSim/Hearthstone-Deck-Tracker
41822320,RicoSuter/NSwag,4365,https://github.com/RicoSuter/NSwag
35608694,aalhour/C-Sharp-Algorithms,4344,https://github.com/aalhour/C-Sharp-Algorithms
4600400,Redth/PushSharp,4328,https://github.com/Redth/PushSharp
61403402,windows-toolkit/WindowsCommunityToolkit,4256,https://github.com/windows-toolkit/WindowsCommunityToolkit
5844474,EventStore/EventStore,4192,https://github.com/EventStore/EventStore
997491,sta/websocket-sharp,4163,https://github.com/sta/websocket-sharp
46080325,win-acme/win-acme,4107,https://github.com/win-acme/win-acme
90042534,pojala/electrino,4102,https://github.com/pojala/electrino
27703983,StockSharp/StockSharp,4101,https://github.com/StockSharp/StockSharp
14999623,jstedfast/MailKit,4096,https://github.com/jstedfast/MailKit
3689718,moq/moq4,4093,https://github.com/moq/moq4
3964514,accord-net/framework,4093,https://github.com/accord-net/framework
13589461,opserver/Opserver,4083,https://github.com/opserver/Opserver
201188122,rocksdanister/lively,4050,https://github.com/rocksdanister/lively
35291446,itinance/react-native-fs,4049,https://github.com/itinance/react-native-fs
125612271,Unity-Technologies/EntityComponentSystemSamples,4015,https://github.com/Unity-Technologies/EntityComponentSystemSamples
4001139,studyzy/imewlconverter,4003,https://github.com/studyzy/imewlconverter
153427475,Unity-Technologies/FPSSample,3995,https://github.com/Unity-Technologies/FPSSample
38919702,File-New-Project/EarTrumpet,3995,https://github.com/File-New-Project/EarTrumpet
33200340,react-native-linear-gradient/react-native-linear-gradient,3973,https://github.com/react-native-linear-gradient/react-native-linear-gradient
88068120,randyrants/sharpkeys,3918,https://github.com/randyrants/sharpkeys
32304121,domaindrivendev/Swashbuckle.AspNetCore,3912,https://github.com/domaindrivendev/Swashbuckle.AspNetCore
106386177,Jimmey-Jiang/Common.Utility,3889,https://github.com/Jimmey-Jiang/Common.Utility
